"rowname","Species_name","G_content","C_content","A_content","T_content","G_plus_C","G_minus_C","GC_skew","A_plus_T","A_minus_T","AT_skew","GC_ratio","AT_ratio","genome_length"
"[Clostridium] bolteae 90A5","_clostridium_bolteae_90a5",0.251422761339181,0.239370326508432,0.257674668116861,0.251532244035525,0.490793087847614,0.0120524348307491,0.0245570590319546,0.509206912152386,0.00614242408133625,0.0120627272229527,1.05035058023503,1.02442002656514,6393728.99756805
"[Clostridium] celerecrescens","_clostridium_celerecrescens",0.2185829012233,0.21650588545335,0.282097428666657,0.282813784656694,0.435088786676649,0.00207701576994981,0.00477377453419276,0.564911213323351,-0.000716355990036999,-0.00126808598084415,1.00959334553701,0.997467040049315,5037997.00440544
"[Clostridium] cellulolyticum H10","_clostridium_cellulolyticum_h10",0.186746017,0.187293854,0.312370414,0.313589715,0.374039871,-0.000547837000000023,-0.0014646486711039,0.625960129,-0.00121930099999995,-0.00194788924008281,0.997074986774526,0.99611179531191,4068724
"[Clostridium] cellulosi","_clostridium_cellulosi",0.220512581220513,0.220968721220969,0.278523559278524,0.279995138279995,0.441481302441481,-0.000456140000456101,-0.00103320344017641,0.558518697558519,-0.0014715790014716,-0.00263478914475807,0.997935725934713,0.994744269452279,2229577.99777042
"[Clostridium] cf. saccharolyticum K10","_clostridium_cf_saccharolyticum_k10",0.272247696676457,0.230552904125022,0.261095446160316,0.236103953038205,0.502800600801479,0.0416947925514347,0.0829251048725319,0.497199399198521,0.0249914931221115,0.0502645279990231,1.18084696312836,1.10584953280332,3608868.00104603
"[Clostridium] citroniae WAL-17108","_clostridium_citroniae_wal_17108",0.225686749718821,0.263535781223841,0.247249688017169,0.263527781040169,0.489222530942662,-0.0378490315050193,-0.077365675354505,0.510777469057338,-0.0162780930229991,-0.0318692464118298,0.8563799142217,0.938230068348969,6624792.99379822
"[Clostridium] clariflavum DSM 19732","_clostridium_clariflavum_dsm_19732",0.172964413,0.184207292,0.316951216,0.325877079,0.357171705,-0.011242879,-0.0314775186349097,0.642828295,-0.00892586300000003,-0.0138852988728507,0.938966156670931,0.972609724416979,4897678
"[Clostridium] clostridioforme 2_1_49FAA","_clostridium_clostridioforme_2_1_49faa",0.265541936843783,0.223759463709867,0.263486199402507,0.247212400043843,0.48930140055365,0.0417824731339158,0.0853920979720035,0.51069859944635,0.0162737993586643,0.0318657606978104,1.1867294122053,1.06582921955281,5455947.994818
"[Clostridium] hiranonis DSM 13275","_clostridium_hiranonis_dsm_13275",0.183074407887037,0.127080798881841,0.384114456648705,0.305730336582417,0.310155206768878,0.055993609005196,0.18053415768358,0.689844793231122,0.0783841200662888,0.113625732679883,1.44061423517851,1.25638319357673,2423348.00192451
"[Clostridium] hylemonae DSM 15053","_clostridium_hylemonae_dsm_15053",0.234535996454245,0.254011431014146,0.250535651399938,0.26091692113167,0.488547427468391,-0.0194754345599007,-0.0398639588807593,0.511452572531609,-0.010381269731732,-0.0202976195433847,0.92332851131091,0.96021235538613,3885459.00155159
"[Clostridium] innocuum str. AN88","_clostridium_innocuum",0.217605821,0.222299785,0.278365053,0.281729341,0.439905606,-0.00469396399999999,-0.0106703891379825,0.560094394,-0.00336428800000005,-0.00600664465854312,0.97888453198459,0.988058439394142,4513882
"[Clostridium] leptum DSM 753","_clostridium_leptum_dsm_753",0.261163771126957,0.240688919026455,0.251887934481149,0.246259375365439,0.501852690153412,0.0204748521005024,0.0407985301309103,0.498147309846588,0.0056285591157092,0.011298985268921,1.08506769727215,1.02285622266099,3270109.00027899
"[Clostridium] litorale DSM 5388","_clostridium_litorale_dsm_5388",0.215889118255512,0.196890588688942,0.303867496033176,0.28335279702237,0.412779706944454,0.0189985295665692,0.0460258322949139,0.587220293055546,0.0205146990108068,0.0349352691884344,1.09649282727568,1.07239984650368,3404632.00244253
"[Clostridium] methylpentosum DSM 5476","_clostridium_methylpentosum_dsm_5476",0.25884516045074,0.259316342606531,0.24063551147681,0.241202985465919,0.518161503057271,-0.000471182155790839,-0.000909334547261341,0.481838496942729,-0.000567473989109279,-0.00117772654677845,0.998182983181643,0.997647317722817,3406325.99779599
"[Clostridium] neopropionicum","_clostridium_neopropionicum",0.205164448794836,0.196555990803444,0.302954006697046,0.295325553704674,0.40172043959828,0.00860845799139157,0.0214289768277662,0.59827956040172,0.00762845299237153,0.0127506495245289,1.0437964671349,1.02583065669962,3194881.00319488
"[Clostridium] papyrosolvens C7","_clostridium_papyrosolvens_c7",0.178709792,0.192622066,0.305989138,0.322679004,0.371331858,-0.013912274,-0.037465877759403,0.628668142,-0.016689866,-0.0265479748137134,0.927774245760608,0.948277186327252,4400934
"[Clostridium] paradoxum JW-YL-7 = DSM 7308","_clostridium_paradoxum_jw_yl_7_dsm_7308",0.155192354,0.147264398,0.352674062,0.344869186,0.302456752,0.00792795600000004,0.0262118664819889,0.697543248,0.00780487600000002,0.0111890926080615,1.05383484472601,1.02263141016026,1925591
"[Clostridium] purinilyticum","_clostridium_purinilyticum",0.139064093139064,0.149172697149173,0.347771350347771,0.363991859363992,0.288236790288237,-0.0101086040101086,-0.035070484930116,0.711763209711763,-0.0162205090162205,-0.0227891928030238,0.932235561846817,0.955437165422977,3397303.9966027
"[Clostridium] scindens ATCC 35704","_clostridium_scindens_atcc_35704",0.231781497385632,0.231749451501193,0.268105654506417,0.268363396606759,0.463530948886824,3.20458844385862e-05,6.91342930079315e-05,0.536469051113176,-0.000257742100342184,-0.000480441695205657,1.00013827814578,0.999039578036345,3619905.0000414
"[Clostridium] sordellii","_clostridium_sordellii",0.13565179927433,0.137535151849462,0.360991061903419,0.365821986972788,0.273186951123792,-0.00188335257513253,-0.00689400634761324,0.726813048876208,-0.00483092506936911,-0.00664672308352009,0.986306391131237,0.986794328276041,3529345.00022507
"[Clostridium] spiroforme DSM 1552","_clostridium_spiroforme_dsm_1552",0.146905764028645,0.138856663221214,0.358375024741321,0.35586254800882,0.285762427249859,0.00804910080743149,0.0281671067988014,0.714237572750141,0.00251247673250143,0.00351770451227769,1.05796697558985,1.00706024487983,2507484.99986615
"[Clostridium] stercorarium subsp. leptospartum DSM 9219","_clostridium_stercorarium_subsp_leptospartum_dsm_9219",0.207976414,0.211634513,0.288298627,0.292090446,0.419610927,-0.003658099,-0.00871783541518688,0.580389073,-0.00379181900000003,-0.00653323636918304,0.982715016808246,0.987018339518027,3148357
"[Clostridium] sticklandii","_clostridium_sticklandii",0.166185410166185,0.166811823166812,0.334018054334018,0.332984712332985,0.332997233332997,-0.000626413000626408,-0.00188113575105891,0.667002766667003,0.00103334200103328,0.00154923195625839,0.996244792552864,1.00310327160005,2715460.99728454
"[Clostridium] straminisolvens JCM 21531","_clostridium_straminisolvens_jcm_21531",0.200201837,0.183124283,0.313263463,0.303410417,0.38332612,0.017077554,0.0445509792027739,0.61667388,0.00985304600000003,0.0159777255362268,1.09325663270993,1.03247431679315,3907117
"[Clostridium] symbiosum ATCC 14940","_clostridium_symbiosum_atcc_14940",0.240887401423219,0.235503749259909,0.263331029922213,0.260277819394659,0.476391150683128,0.00538365216330988,0.0113009071549501,0.523608849316872,0.00305321052755336,0.00583109038652946,1.02286015479681,1.01173058286201,4810674.99810433
"[Clostridium] termitidis CT1112","_clostridium_termitidis_ct1112",0.184979086755192,0.227029912477029,0.275422060172946,0.312568940594833,0.412008999232221,-0.0420508257218373,-0.102062881636564,0.587991000767779,-0.0371468804218869,-0.0631759335999729,0.814778478910386,0.881156200769038,6415854.9909626
"[Clostridium] ultunense Esp","_clostridium_ultunense_esp",0.206461890537637,0.20219313637774,0.296192809736953,0.295152163347669,0.408655026915377,0.00426875415989686,0.0104458623502527,0.591344973084623,0.00104064638928392,0.00175979578190309,1.02111226046725,1.00352579624517,6131766.00751648
"'Deinococcus soli' Cha et al. 2014","_deinococcus_soli_cha_et_al_2014",0.350045289350045,0.351982586351983,0.149378248149378,0.148593876148594,0.702027875702028,-0.00193729700193729,-0.0027595727591301,0.297972124297972,0.00078437200078435,0.00263236704652271,0.994496043051403,1.00527862938308,3236983.99676302
"'Echinacea purpurea' witches'-broom phytoplasma str. NCHU2014","_echinacea_purpurea_witches_broom_phytoplasma",0.115117147,0.12376725,0.383565537,0.377550066,0.238884397,-0.00865010299999999,-0.0362104143620564,0.761115603,0.00601547099999999,0.00790349189569826,0.930109920031349,1.01593290941181,545427
"[Enterobacter] aerogenes","_enterobacter_aerogenes",0.274268969732893,0.276587361846421,0.225207440083316,0.22393622833737,0.550856331579314,-0.00231839211352741,-0.00420870557461061,0.449143668420686,0.00127121174594524,0.00283030093781613,0.991617866781582,1.00567666855597,5084126.00326711
"Enterobacter aerogenes EA1509E","Enterobacter_aerogenes_ea1509e",0.27520195,0.273937442,0.225817258,0.22504335,0.549139392,0.001264508,0.00230270859898537,0.450860608,0.00077390799999999,0.00171651278969129,1.00461604660819,1.00343892854421,5591105
"[Eubacterium] dolichum DSM 3991","_eubacterium_dolichum_dsm_3991",0.201474763050589,0.179608054049129,0.310771333932855,0.308145848967427,0.381082817099717,0.0218667090014596,0.0573804643512379,0.618917182900283,0.00262548496542842,0.00424206184279008,1.12174681763145,1.0085202671859,2190452.99985543
"[Eubacterium] eligens ATCC 27750","_eubacterium_eligens_atcc_27750",0.17867838,0.197032623,0.306712359,0.317576638,0.375711003,-0.018354243,-0.0488520241713549,0.624288997,-0.010864279,-0.0174026437310412,0.906846679902343,0.965790056005316,2831389
"[Eubacterium] hallii DSM 3353","_eubacterium_hallii_dsm_3353",0.208100526,0.173837647,0.322414248,0.295647579,0.381938173,0.034262879,0.0897079198208345,0.618061827,0.026766669,0.0433074295009001,1.19709700166386,1.09053572868933,3290996
"[Eubacterium] rectale","_eubacterium_rectale",0.211498669,0.206868333,0.292872073,0.288760925,0.418367002,0.00463033600000001,0.0110676415153794,0.581632998,0.00411114800000001,0.00706828535199443,1.02238301016328,1.01423720331967,3045135
"[Eubacterium] siraeum 70/3","_eubacterium_siraeum_70_3",0.224648122532853,0.224442825185701,0.275048644895432,0.275860407386014,0.449090947718554,0.000205297347152633,0.000457139802517893,0.550909052281446,-0.000811762490581514,-0.0014734963733484,1.00091469774978,0.997057343247356,2864137.00098573
"[Eubacterium] yurii subsp. margaretiae ATCC 43715","_eubacterium_yurii_subsp_margaretiae_atcc_43715",0.161893549250482,0.161662369641166,0.338629135019304,0.337814946089048,0.323555918891648,0.000231179609315346,0.000714496616557842,0.676444081108352,0.000814188930256532,0.0012036307996405,1.00143001497398,1.00241016254515,2469943.9998237
"[Haemophilus] ducreyi","_haemophilus_ducreyi",0.196491717316889,0.188588293121095,0.30357893410852,0.311341055453496,0.385080010437984,0.0079034241957944,0.020524109228119,0.614919989562016,-0.0077621213449765,-0.0126229777478939,1.0419083500094,0.97506875110425,1670161.99938048
"Haemophilus aegyptius ATCC 11116","Haemophilus_aegyptius_atcc_11116",0.19077818779624,0.189974543242643,0.307753684969914,0.311493583991203,0.380752731038883,0.000803644553597299,0.0021106731169191,0.619247268961117,-0.00373989902128885,-0.0060394275578528,1.00423027496148,0.987993656327141,1915025.00029901
"[Haemophilus] parasuis","_haemophilus_parasuis",0.197426662,0.198337221,0.302892034,0.301344083,0.395763883,-0.000910559000000005,-0.00230076325585275,0.604236117,0.00154795099999999,0.00256183130476458,0.995409036209094,1.00513682228166,2481990
"Haemophilus ducreyi 35000HP","Haemophilus_ducreyi_35000hp",0.197077026802923,0.185127916814872,0.3053000226947,0.312495033687505,0.382204943617795,0.0119491099880509,0.0312636196563695,0.617795056382205,-0.00719501099280501,-0.0116462747936813,1.06454515447284,0.976975598914637,1698955.00169896
"'Nostoc azollae' 0708","_nostoc_azollae_0708",0.192093172807907,0.191643494808356,0.308272566691727,0.307990765692009,0.383736667616263,0.000449677999550341,0.0011718400598611,0.616263332383737,0.00028180099971814,0.00045727367654363,1.00234642976011,1.00091496574284,5486145.00548615
"[Oscillatoria] sp. PCC 6506","_oscillatoria_sp_pcc_6506",0.217598502253681,0.216415426102286,0.283242861543316,0.282743210100718,0.434013928355966,0.00118307615139468,0.00272589443356378,0.565986071644034,0.000499651442598448,0.000882798124602427,1.0054666904883,1.00176715629146,6676658.99750255
"[Polyangium] brachysporum","_polyangium_brachysporum",0.337563523,0.337576494,0.162215898,0.162644085,0.675140017,-1.29709999999728e-05,-1.92123110367679e-05,0.324859983,-0.000428186999999997,-0.00131806631289517,0.999961576116138,0.997367337398098,6476147
"[Propionibacterium] namnetense SK182B-JCVI","_propionibacterium_namnetense_sk182b_jcvi",0.300298894279121,0.301740910160498,0.198641501733436,0.199318693826945,0.602039804439619,-0.0014420158813771,-0.00239521684570231,0.397960195560381,-0.00067719209350911,-0.00170165785690082,0.995221013018718,0.996602465727088,2430625.00295688
"[Pseudomonas] geniculata ATCC 19374 = JCM 13324","_pseudomonas_geniculata_atcc_19374_jcm_13324",0.332577375,0.329272451,0.168250935,0.169899239,0.661849826,0.00330492399999999,0.00499346508855921,0.338150174,-0.00164830400000002,-0.00487447331610723,1.01003704983506,0.990298343831899,4809792
"[Pseudomonas syringae] pv. tomato str. DC3000","_pseudomonas_syringae_pv_tomato_str_dc3000",0.291565952,0.29182596,0.208383576,0.208224512,0.583391912,-0.000260007999999978,-0.000445683244233901,0.416608088,0.000159064000000014,0.000381807277827055,0.999109030601664,1.00076390622061,6538260
"Abiotrophia defectiva ATCC 49176","Abiotrophia_defectiva_atcc_49176",0.229662083770338,0.24014968875985,0.264433679735566,0.265754547734245,0.469811772530188,-0.0104876049895124,-0.0223229931702882,0.530188227469812,-0.00132086799867903,-0.00249131898869678,0.956328883690538,0.995029744514476,2041839.00204184
"Acaryochloris marina MBIC11017","Acaryochloris_marina_mbic11017",0.234025601083072,0.235533327263999,0.265487410858489,0.264953660794439,0.469558928347071,-0.00150772618092715,-0.0032109413534838,0.530441071652929,0.000533750064050043,0.00100623819039277,0.993598671583163,1.00201450345109,8361597.99660812
"Acetivibrio ethanolgignens str. ACET-33324","Acetivibrio_ethanolgignens",0.208902290901781,0.201002836038265,0.29600259062636,0.294092282433595,0.409905126940046,0.00789945486351579,0.0192714224447141,0.590094873059954,0.00191030819276511,0.00323728993417474,1.03930021595323,1.00649560803486,3659619.99852527
"Acetobacter aceti 1023","Acetobacter_aceti_1023",0.254053998464047,0.2719262951106,0.239327447608678,0.234692258816676,0.525980293574647,-0.0178722966465529,-0.0339790232920893,0.474019706425353,0.00463518879200234,0.00977847277058779,0.934275217336802,1.01975007107338,2930625.00115901
"Acetobacter cerevisiae","Acetobacter_cerevisiae",0.290276493,0.289968534,0.209191946,0.210563027,0.580245027,0.000307959000000024,0.000530739576678913,0.419754973,-0.00137108100000002,-0.00326638417217757,1.00106204282152,0.99348850071385,3088073
"Acetobacter cibinongensis 4H-1","Acetobacter_cibinongensis_4h_1",0.271511233,0.272674163,0.228692465,0.227122139,0.544185396,-0.00116293000000001,-0.00213701067420781,0.455814604,0.00157032600000001,0.00344509804253663,0.995735092803787,1.0069140155465,3105087
"Acetobacter ghanensis","Acetobacter_ghanensis",0.28526197180732,0.283959691251844,0.214046268816369,0.216732068124467,0.569221663059164,0.00130228055547627,0.00228782676414216,0.430778336940836,-0.00268579930809762,-0.00623475945232244,1.00458614583547,0.987607743831636,2843474.0025968
"Acetobacter indonesiensis 5H-1","Acetobacter_indonesiensis_5h_1",0.271697532517355,0.267450511655295,0.229911599902506,0.230940355924844,0.539148044172651,0.00424702086206008,0.00787728140343594,0.460851955827349,-0.00102875602233776,-0.00223229175731907,1.01587965128866,0.99554536054031,3416747.99824013
"Acetobacter malorum","Acetobacter_malorum",0.286925312,0.278148704,0.215948802,0.218977182,0.565074016,0.00877660799999991,0.0155317847777306,0.434925984,-0.00302838,-0.00696297786613733,1.03155365412021,0.986170339885002,3513430
"Acetobacter senegalensis","Acetobacter_senegalensis",0.279102367279102,0.277307112277307,0.222914933222915,0.220675587220676,0.55640947955641,0.00179525500179523,0.00322649966931992,0.44359052044359,0.00223934600223935,0.00504822781154116,1.00647388733398,1.01014768344085,3969908.99603009
"Acetobacter orientalis 21F-2","Acetobacter_orientalis_21f_2",0.264233190905244,0.259460077504826,0.237047438494999,0.239259293094931,0.52369326841007,0.00477311340041769,0.00911433025463329,0.47630673158993,-0.00221185459993239,-0.00464376094906142,1.01839633074313,0.990755407778227,2910678.9988726
"Acetobacter orleanensis JCM 7639","Acetobacter_orleanensis_jcm_7639",0.280469230790723,0.283988592822453,0.21787428672065,0.217667889666174,0.564457823613176,-0.00351936203172964,-0.00623494242528467,0.435542176386824,0.000206397054476282,0.000473885344901642,0.987607382406624,1.00094822003738,3013614.00218762
"Acetobacter pasteurianus","Acetobacter_pasteurianus",0.263401702305679,0.269412103006152,0.233650115087892,0.233536079600276,0.532813805311832,-0.00601040070047343,-0.0112804898081719,0.467186194688168,0.00011403548761571,0.000244090020022585,0.977690680435629,1.00048829922901,2806136.00091115
"Acetobacter pomorum","Acetobacter_pomorum",0.260019395739981,0.264193968735806,0.23938001676062,0.236406618763593,0.524213364475787,-0.00417457299582535,-0.00796349974785539,0.475786635524213,0.00297339799702659,0.00624943572395755,0.984198833092969,1.0125774735605,2843884.00284388
"Acetobacter pasteurianus subsp. ascendens","Acetobacter_pasteurianus_subsp_ascendens",0.26552897,0.266200145,0.233579964,0.234690921,0.531729115,-0.000671175000000024,-0.00126224985818206,0.468270885,-0.001110957,-0.00237246652650633,0.997478682815894,0.99526629749772,2999217
"Acetobacter syzygii 9H-2","Acetobacter_syzygii_9h_2",0.276576925285478,0.278651831726932,0.223181944920034,0.221589298067556,0.55522875701241,-0.00207490644145375,-0.00373702985525905,0.44477124298759,0.00159264685247792,0.00358082245106472,0.992553767084198,1.00718738163967,2687350.00059246
"Acetobacter tropicalis","Acetobacter_tropicalis",0.275605107,0.279092448,0.223275773,0.222026672,0.554697555,-0.00348734099999998,-0.00628692333067878,0.445302445,0.001249101,0.00280506207415951,0.987504710267187,1.00562590516152,3746694
"Acetobacteraceae bacterium AT-5844","Acetobacteraceae_bacterium_at_5844",0.338019890379733,0.331856245177933,0.164833074002399,0.165290790439934,0.669876135557666,0.00616364520179918,0.00920117149220132,0.330123864442334,-0.000457716437535033,-0.0013864990896924,1.01857323853735,0.997230841256692,5188813.00206113
"Acetobacterium bakii","Acetobacterium_bakii",0.209138429427839,0.203115773163408,0.296445314581069,0.291300482827684,0.412254202591247,0.00602265626443113,0.0146090839743425,0.587745797408753,0.0051448317533857,0.00875349815527084,1.02965134696647,1.01766159706789,4135218.00392295
"Acetobacterium woodii DSM 1030","Acetobacterium_woodii_dsm_1030",0.200172222,0.193209168,0.304882816,0.301735794,0.39338139,0.00696305400000002,0.0177005170478452,0.60661861,0.003147022,0.00518780984975057,1.036038942003,1.01042972714069,4044777
"Acetohalobium arabaticum DSM 5501","Acetohalobium_arabaticum_dsm_5501",0.184493738815506,0.181819212818181,0.31789045668211,0.315796591684203,0.366312951633687,0.00267452599732546,0.00730120511818534,0.633687048366313,0.00209386499790615,0.00330425720914491,1.01470980957331,1.00663042304142,2469596.0024696
"Acetonema longum DSM 6540","Acetonema_longum_dsm_6540",0.251323624716066,0.252288701529328,0.248442508390548,0.247945165364059,0.503612326245393,-0.000965076813261911,-0.00191630896022124,0.496387673754607,0.000497343026489155,0.00100192461010831,0.996174712512246,1.00200585893965,4322976.00090294
"Acholeplasma brassicae","Acholeplasma_brassicae",0.178813202,0.178885627,0.324097131,0.31820404,0.357698829,-7.24249999999871e-05,-0.000202474803181386,0.642301171,0.00589309100000002,0.00917496536838793,0.999595132369131,1.01851984971655,1877792
"Acholeplasma laidlawii PG-8A","Acholeplasma_laidlawii_pg_8a",0.159445742,0.159831849,0.340733284,0.339989125,0.319277591,-0.000386106999999997,-0.00120931443635202,0.680722409,0.000744159000000022,0.00109319010239903,0.997584292477277,1.00218877294972,1496992
"Acholeplasma oculi","Acholeplasma_oculi",0.155959852,0.156941504,0.344413781,0.342684863,0.312901356,-0.000981652,-0.00313725709772891,0.687098644,0.00172891799999997,0.00251625878627111,0.99374510900571,1.00504521263316,1587120
"Acholeplasma palmae J233","Acholeplasma_palmae_j233",0.149135681,0.140689692,0.367739889,0.342434738,0.289825373,0.00844598899999999,0.0291416479950497,0.710174627,0.0253051509999999,0.0356322938583385,1.06003274923653,1.07389773347119,1554229
"Achromatium sp. WMS1","Achromatium_sp_wms1",0.194765709,0.196182378,0.306538677,0.302513236,0.390948087,-0.00141666899999998,-0.00362367548814731,0.609051913,0.00402544099999996,0.0066093561387434,0.992778816250255,1.01330666073732,1313645
"Achromobacter arsenitoxydans SY8","Achromobacter_arsenitoxydans_sy8",0.330664951,0.329430354,0.169682802,0.170221893,0.660095305,0.001234597,0.00187033143645826,0.339904695,-0.000539091000000019,-0.00158600633627617,1.00374767226216,0.996833010193348,6156664
"Achromobacter insuavis AXX-A","Achromobacter_insuavis_axx_a",0.340149089283118,0.341784501271595,0.15931191059663,0.158754498848657,0.681933590554713,-0.00163541198847655,-0.00239819831597713,0.318066409445287,0.000557411747972719,0.00175250114887911,0.995215078558589,1.00351115560198,6707791.00458285
"Achromobacter piechaudii","Achromobacter_piechaudii",0.323162700790982,0.324928703505771,0.175850405750744,0.176058189952502,0.648091404296754,-0.00176600271478861,-0.00272492846391768,0.351908595703246,-0.000207784201758487,-0.000590449350471977,0.994564953185931,0.998819798148473,6179490.99970841
"Achromobacter sp. 2789STDY5608607","Achromobacter_sp_2789stdy5608607",0.338412920938188,0.339264347256936,0.161372273575378,0.160950458229499,0.677677268195123,-0.000851426318748016,-0.00125638907885407,0.322322731804877,0.000421815345879067,0.00130867389810539,0.99749037490785,1.00262077753937,6156733.00050258
"Achromobacter xylosoxidans","Achromobacter_xylosoxidans",0.324307573,0.325237696,0.175340371,0.17511436,0.649545269,-0.000930123000000005,-0.001431960241096,0.350454731,0.000226010999999998,0.000644907829764747,0.997140174673971,1.00129064800854,6902318
"Acidaminococcus fermentans DSM 20731","Acidaminococcus_fermentans_dsm_20731",0.278903616721096,0.279523420720477,0.219949273780051,0.221623688778376,0.558427037441573,-0.000619803999380164,-0.00110991044097684,0.441572962558427,-0.00167441499832557,-0.00379193279548682,0.997782640188852,0.992444783283072,2329769.00232977
"Acidaminococcus intestini RyC-MR95","Acidaminococcus_intestini_ryc_mr95",0.249720934,0.250485074,0.24825295,0.251541042,0.500206008,-0.000764139999999969,-0.00152765058351712,0.499793992,-0.00328809199999999,-0.00657889460984155,0.996949359146246,0.986928208717526,2487765
"Acidaminococcus sp. BV3L6","Acidaminococcus_sp_bv3l6",0.245610391,0.25018883,0.251441096,0.252759683,0.495799221,-0.00457843899999996,-0.0092344618669741,0.504200779,-0.00131858700000004,-0.0026152022268098,0.981700066305918,0.994783238432848,2171264
"Acidithiobacillus caldus","Acidithiobacillus_caldus",0.30646984869353,0.303663819696336,0.195730838804269,0.194135492805864,0.610133668389866,0.00280602899719395,0.00459903975566374,0.389866331610134,0.00159534599840466,0.00409203326641709,1.00924057729367,1.00821769360845,3122206.00312221
"Acidianus hospitalis W1","Acidianus_hospitalis_w1",0.169823086,0.171658276,0.330937561,0.327581077,0.341481362,-0.00183518999999999,-0.00537420253114718,0.658518638,0.00335648399999999,0.00509702202232884,0.989309050266822,1.01024626950598,2137654
"Acidibacillus ferrooxidans","Acidibacillus_ferrooxidans",0.265950323,0.255058553,0.237321347,0.241669777,0.521008876,0.01089177,0.0209051524872677,0.478991124,-0.00434843000000001,-0.00907831018597333,1.04270301807915,0.982006728131338,3164591
"Acidiferrobacter thiooxydans","Acidiferrobacter_thiooxydans",0.316221617,0.319764696,0.183237622,0.180776065,0.635986313,-0.003543079,-0.00557099882116489,0.364013687,0.00246155699999995,0.00676226495846006,0.988919730525849,1.01361660903505,3252820
"Acidihalobacter prosperus","Acidihalobacter_prosperus",0.317199897335575,0.32704616647004,0.179609292519884,0.176144643674501,0.644246063805615,-0.00984626913446507,-0.0152833982039445,0.355753936194385,0.00346464884538278,0.00973889110671619,0.969893335730731,1.01966933977161,3359647.99829203
"Acidilobus saccharovorans 345-15","Acidilobus_saccharovorans_345_15",0.285019977,0.287153689,0.213361195,0.214465139,0.572173666,-0.00213371200000001,-0.00372913352499521,0.427826334,-0.001103944,-0.00258035542057118,0.992569442491125,0.994852571354266,1496453
"Acidimicrobium ferrooxidans DSM 10331","Acidimicrobium_ferrooxidans_dsm_10331",0.341401946341402,0.341491374341491,0.158926343158926,0.15818033615818,0.682893320682893,-8.94280000894865e-05,-0.000130954568423745,0.317106679317107,0.000746007000746007,0.00235254269116167,0.99973812515686,1.00471618039805,2158156.99784184
"Acidiphilium cryptum JF-5","Acidiphilium_cryptum_jf_5",0.332782331,0.338170312,0.163692885,0.165354472,0.670952643,-0.00538798099999999,-0.0080303446990073,0.329047357,-0.00166158699999999,-0.00504968954970209,0.984067256028081,0.989951363395845,3963080
